,User-ID,Location,Age,Password
2202,61297,germany,23.0,
2203,18134,germany,23.0,
2204,48268,austria,18.0,
2205,54997,usa,31.0,
2206,66483,germany,16.0,
2207,135367,germany,37.0,
2208,143103,germany,34.0,
2209,231891,switzerland,33.0,
2210,237518,germany,41.0,
2211,239488,germany,36.0,
2212,260859,germany,16.0,
2213,162306,germany,16.0,
2214,107951,germany,,
2215,274111,switzerland,,
2216,230427,germany,28.0,
2217,71739,germany,34.0,
2218,211971,germany,,
2219,137006,germany,,
2220,5350,germany,20.0,
2221,63246,switzerland,39.0,
2222,69089,australia,28.0,
2223,114306,canada,43.0,
2224,41700,switzerland,42.0,
2225,172233,germany,,
2226,248572,germany,25.0,
2227,276850,canada,16.0,
2228,277639,usa,48.0,
2229,4157,usa,39.0,
2230,10030,usa,66.0,
2231,42093,usa,50.0,
2232,55751,usa,,
2233,56399,united kingdom,63.0,
2234,67677,usa,50.0,
2235,75251,usa,16.0,
2236,95105,usa,73.0,
2237,95991,usa,28.0,
2238,101305,usa,29.0,
2239,110496,usa,,
2240,127024,canada,57.0,
2241,133905,usa,34.0,
2242,134419,usa,34.0,
2243,147491,canada,57.0,
2244,150042,usa,,
2245,161373,usa,,
2246,162626,usa,,
2247,167349,usa,33.0,
2248,170805,unknown,,
2249,175100,unknown,55.0,
2250,184401,usa,55.0,
2251,250510,usa,,
2252,16488,usa,36.0,
2253,33036,usa,31.0,
2254,112001,usa,43.0,
2255,217516,usa,56.0,
2256,274602,malaysia,18.0,
2257,36992,australia,,
2258,112541,australia,22.0,
2259,133706,australia,30.0,
2260,137601,unknown,40.0,
2261,181176,usa,43.0,
2262,105187,france,53.0,
2263,625,france,41.0,
2264,1211,france,22.0,
2265,18309,france,34.0,
2266,69808,france,34.0,
2267,109040,france,26.0,
2268,215942,france,24.0,
2269,253852,france,27.0,
2270,137384,france,32.0,
2271,31846,usa,,
2272,64344,framingham,,
2273,65032,usa,17.0,
2274,113083,unknown,30.0,
2275,113752,usa,,
2276,238779,usa,46.0,
2277,262614,usa,13.0,
2278,71470,canada,62.0,
2279,249826,australia,34.0,
2280,38273,usa,,
2281,52917,usa,42.0,
2282,116866,unknown,,
2283,154553,usa,23.0,
2284,171118,canada,47.0,
2285,182334,usa,31.0,
2286,196148,canada,26.0,
2287,202212,canada,29.0,
2288,212075,usa,34.0,
2289,240401,usa,64.0,
2290,25009,usa,39.0,
2291,79441,canada,43.0,
2292,180378,canada,38.0,
2293,196108,usa,34.0,
2294,196886,usa,30.0,
2295,198012,usa,34.0,
2296,210959,usa,30.0,
2297,222296,usa,,
2298,238246,usa,,
2299,262186,portugal,25.0,
2300,73056,usa,,
2301,78846,usa,58.0,
2302,9571,germany,27.0,
2303,79680,germany,26.0,
2304,74655,austria,32.0,
2305,140232,germany,39.0,
2306,173657,germany,43.0,
2307,263733,germany,,
2308,3827,usa,23.0,
2309,5539,usa,32.0,
2310,5582,usa,26.0,
2311,9613,usa,34.0,
2312,28666,usa,31.0,
2313,31256,usa,,
2314,49827,usa,28.0,
2315,65817,usa,,
2316,67364,usa,,
2317,72530,usa,42.0,
2318,87747,canada,23.0,
2319,88320,unknown,30.0,
2320,88693,china,30.0,
2321,91342,qatar,29.0,
2322,91811,usa,,
2323,106007,usa,29.0,
2324,115002,sweden,,
2325,121264,usa,,
2326,124876,usa,23.0,
2327,128122,usa,37.0,
2328,133296,usa,23.0,
2329,135376,usa,,
2330,167556,usa,33.0,
2331,196502,usa,38.0,
2332,199336,usa,,
2333,224289,usa,28.0,
2334,225996,usa,20.0,
2335,229243,usa,29.0,
2336,256133,usa,52.0,
2337,261998,usa,28.0,
2338,266753,usa,,
2339,132492,germany,,
2340,100644,germany,26.0,
2341,167166,germany,44.0,
2342,214244,germany,23.0,
2343,850,germany,22.0,
2344,191720,germany,37.0,
2345,53149,germany,31.0,
2346,250359,germany,23.0,
2347,24945,germany,22.0,
2348,90839,germany,36.0,
2349,140842,germany,22.0,
2350,234401,germany,34.0,
2351,96608,unknown,,
2352,179019,unknown,,
2353,278251,usa,45.0,
2354,2030,usa,31.0,
2355,21252,usa,28.0,
2356,36715,usa,,
2357,53456,unknown,,
2358,58489,romania,24.0,
2359,63665,switzerland,24.0,
2360,86965,canada,35.0,
2361,134290,usa,,
2362,135703,canada,32.0,
2363,138159,usa,,
2364,143792,united kingdom,25.0,
2365,152016,usa,29.0,
2366,154844,usa,32.0,
2367,158077,usa,28.0,
2368,166510,canada,,
2369,167816,usa,22.0,
2370,191122,usa,,
2371,197502,usa,26.0,
2372,199144,usa,25.0,
2373,199772,usa,,
2374,204179,usa,,
2375,212142,usa,37.0,
2376,220892,usa,,
2377,221687,usa,34.0,
2378,252865,usa,30.0,
2379,264996,usa,25.0,
2380,269685,usa,,
2381,275210,denmark,29.0,
2382,276872,brazil,43.0,
2383,9747,usa,,
2384,14888,usa,53.0,
2385,29209,usa,,
2386,31235,usa,,
2387,47201,usa,,
2388,55141,usa,80.0,
2389,76105,unknown,,
2390,84900,hong kong,37.0,
2391,91023,usa,35.0,
2392,93047,usa,52.0,
2393,116521,usa,25.0,
2394,117937,usa,,
2395,122632,canada,31.0,
2396,128286,usa,,
2397,151824,usa,,
2398,158760,usa,52.0,
2399,165582,usa,,
2400,175636,usa,46.0,
2401,187624,usa,34.0,
2402,188583,canada,22.0,
2403,193499,usa,41.0,
2404,202688,usa,,
2405,206695,usa,45.0,
2406,232448,usa,44.0,
2407,232820,usa,25.0,
2408,237168,usa,,
2409,239688,usa,26.0,
2410,259430,usa,24.0,
2411,85033,canada,30.0,
2412,161831,usa,33.0,
2413,249811,germany,23.0,
2414,16943,australia,,
2415,21774,italy,21.0,
2416,23303,new zealand,43.0,
2417,63096,australia,40.0,
2418,128696,united kingdom,34.0,
2419,170192,germany,,
2420,235030,germany,,
2421,263219,unknown,31.0,
2422,2442,unknown,25.0,
2423,49043,italy,,
2424,167517,italy,25.0,
2425,26813,italy,28.0,
2426,1733,usa,30.0,
2427,11817,usa,,
2428,11944,portugal,21.0,
2429,26182,usa,30.0,
2430,31838,usa,42.0,
2431,34476,usa,,
2432,59912,usa,27.0,
2433,66323,usa,34.0,
2434,88676,usa,,
2435,204205,usa,36.0,
2436,236948,canada,35.0,
2437,26593,usa,,
2438,120565,singapore,38.0,
2439,185384,usa,,
2440,40559,usa,,
2441,43021,usa,,
2442,71831,usa,21.0,
2443,75771,usa,35.0,
2444,86680,usa,38.0,
2445,117384,unknown,29.0,
2446,126849,canada,,
2447,137181,usa,,
2448,142823,australia,29.0,
2449,155491,usa,25.0,
2450,160154,usa,,
2451,180859,australia,,
2452,206944,usa,26.0,
2453,247852,usa,,
2454,259004,denmark,28.0,
2455,49109,usa,38.0,
2456,94951,usa,37.0,
2457,111578,usa,,
2458,143211,usa,,
2459,160681,usa,28.0,
2460,187822,usa,37.0,
2461,197550,romania,40.0,
2462,204167,usa,30.0,
2463,277523,usa,62.0,
2464,277710,usa,56.0,
2465,32802,canada,,
2466,34600,canada,37.0,
2467,50141,usa,58.0,
2468,62193,usa,,
2469,80795,usa,,
2470,82391,usa,41.0,
2471,83431,canada,35.0,
2472,88738,usa,,
2473,100264,usa,37.0,
2474,103315,usa,32.0,
2475,104925,usa,44.0,
2476,117111,canada,30.0,
2477,123510,usa,65.0,
2478,124310,usa,53.0,
2479,144953,usa,49.0,
2480,152696,usa,,
2481,164926,usa,25.0,
2482,169057,usa,50.0,
2483,169400,usa,,
2484,192387,usa,70.0,
2485,210587,usa,,
2486,212411,usa,25.0,
2487,221543,usa,46.0,
2488,223879,usa,,
2489,223953,usa,29.0,
2490,228764,usa,39.0,
2491,229707,usa,38.0,
2492,242249,usa,,
2493,242849,usa,33.0,
2494,253005,usa,43.0,
2495,257031,usa,29.0,
2496,276313,usa,36.0,
2497,46706,united kingdom,38.0,
2498,276896,usa,14.0,
2499,278194,usa,,
2500,7010,usa,27.0,
2501,10063,usa,35.0,
2502,11245,canada,,
2503,11668,usa,35.0,
2504,13666,usa,54.0,
2505,18172,usa,36.0,
2506,21202,usa,67.0,
2507,21660,usa,52.0,
2508,21875,usa,43.0,
2509,23680,unknown,,
2510,25131,usa,,
2511,27812,usa,33.0,
2512,29654,germany,42.0,
2513,30035,canada,37.0,
2514,30531,usa,23.0,
2515,30533,usa,,
2516,35144,usa,69.0,
2517,36562,usa,23.0,
2518,39621,usa,43.0,
2519,43004,usa,45.0,
2520,43359,usa,33.0,
2521,50436,usa,41.0,
2522,51450,usa,54.0,
2523,51631,usa,,
2524,53663,usa,51.0,
2525,56307,usa,,
2526,63489,canada,43.0,
2527,63854,canada,45.0,
2528,65401,usa,41.0,
2529,66789,usa,55.0,
2530,66960,belgium,103.0,
2531,68943,usa,,
2532,72418,usa,,
2533,75777,china,28.0,
2534,79055,usa,47.0,
2535,79366,usa,,
2536,80945,germany,46.0,
2537,82164,canada,46.0,
2538,82497,usa,47.0,
2539,90883,usa,36.0,
2540,91017,unknown,54.0,
2541,91103,usa,35.0,
2542,95509,usa,38.0,
2543,96744,spain,34.0,
2544,97208,usa,,
2545,97694,canada,25.0,
2546,98722,usa,39.0,
2547,99193,usa,51.0,
2548,101369,usa,43.0,
2549,101741,usa,66.0,
2550,108700,usa,49.0,
2551,108741,canada,58.0,
2552,109014,usa,34.0,
2553,109103,usa,,
2554,110361,usa,29.0,
2555,111369,usa,51.0,
2556,112544,usa,,
2557,113983,usa,39.0,
2558,118632,usa,64.0,
2559,127621,usa,41.0,
2560,130074,usa,47.0,
2561,130658,unknown,90.0,
2562,132173,usa,,
2563,143134,usa,27.0,
2564,143715,usa,32.0,
2565,147947,canada,,
2566,148712,usa,,
2567,150498,usa,38.0,
2568,156342,usa,31.0,
2569,158347,usa,62.0,
2570,166546,france,53.0,
2571,167038,usa,,
2572,174726,usa,,
2573,181316,unknown,36.0,
2574,181473,usa,14.0,
2575,189747,canada,33.0,
2576,192845,usa,43.0,
2577,193148,usa,69.0,
2578,193156,usa,,
2579,193420,usa,63.0,
2580,195469,usa,39.0,
2581,196775,canada,,
2582,200493,usa,56.0,
2583,201641,canada,19.0,
2584,204285,usa,23.0,
2585,204929,usa,33.0,
2586,206375,singapore,18.0,
2587,207341,canada,58.0,
2588,212579,usa,52.0,
2589,214138,usa,79.0,
2590,218083,usa,38.0,
2591,218636,usa,,
2592,219887,usa,50.0,
2593,220661,canada,41.0,
2594,222171,usa,60.0,
2595,226026,canada,71.0,
2596,226702,usa,55.0,
2597,226926,usa,,
2598,229011,usa,,
2599,230293,usa,33.0,
2600,232066,usa,30.0,
2601,233606,usa,32.0,
2602,236943,usa,42.0,
2603,239170,cayman islands,27.0,
2604,239449,unknown,14.0,
2605,241756,usa,,
2606,245127,usa,21.0,
2607,248615,usa,42.0,
2608,250223,usa,49.0,
2609,250645,canada,22.0,
2610,250683,canada,41.0,
2611,251642,usa,57.0,
2612,251721,usa,57.0,
2613,253964,usa,,
2614,254491,canada,32.0,
2615,254751,usa,52.0,
2616,258422,usa,64.0,
2617,260392,canada,26.0,
2618,265918,usa,45.0,
2619,271247,usa,36.0,
2620,271558,usa,35.0,
2621,272705,usa,57.0,
2622,274327,usa,39.0,
2623,274718,usa,21.0,
2624,209464,canada,17.0,
2625,108352,usa,37.0,
2626,123500,usa,55.0,
2627,49900,usa,48.0,
2628,96475,portugal,26.0,
2629,99032,usa,25.0,
2630,101566,usa,27.0,
2631,162519,canada,29.0,
2632,165232,usa,23.0,
2633,172676,usa,29.0,
2634,177876,usa,46.0,
2635,178130,usa,45.0,
2636,180348,usa,40.0,
2637,223210,usa,57.0,
2638,247958,usa,44.0,
2639,258952,usa,,
2640,52614,usa,33.0,
2641,116599,iran,29.0,
2642,259380,usa,,
2643,276911,spain,20.0,
2644,3538,spain,31.0,
2645,6440,spain,25.0,
2646,35609,spain,27.0,
2647,178077,spain,20.0,
2648,200459,spain,33.0,
2649,9029,spain,,
2650,89891,spain,34.0,
2651,179216,spain,25.0,
2652,264514,spain,23.0,
2653,132188,unknown,55.0,
2654,189558,usa,55.0,
2655,258690,canada,,
2656,100578,ireland,46.0,
2657,125039,usa,27.0,
2658,193560,united kingdom,37.0,
2659,276925,spain,22.0,
2660,277623,usa,54.0,
2661,3154,usa,,
2662,16996,usa,23.0,
2663,21484,usa,21.0,
2664,26535,usa,41.0,
2665,30716,usa,23.0,
2666,38248,usa,33.0,
2667,50526,usa,30.0,
2668,69600,usa,30.0,
2669,71712,usa,26.0,
2670,75127,usa,28.0,
2671,80538,portugal,32.0,
2672,81045,usa,,
2673,81088,united kingdom,18.0,
2674,86835,unknown,,
2675,89551,usa,29.0,
2676,103688,usa,29.0,
2677,104058,usa,,
2678,105108,usa,35.0,
2679,110934,usa,46.0,
2680,115537,canada,50.0,
2681,119725,united kingdom,24.0,
2682,126664,new zealand,34.0,
2683,130485,usa,,
2684,152562,usa,38.0,
2685,154021,portugal,34.0,
2686,155147,usa,60.0,
2687,160393,usa,46.0,
2688,162564,usa,28.0,
2689,171602,usa,37.0,
2690,174216,usa,36.0,
2691,188490,usa,,
2692,189536,portugal,20.0,
2693,190807,usa,43.0,
2694,194514,italy,36.0,
2695,201664,canada,22.0,
2696,202963,usa,32.0,
2697,211493,usa,37.0,
2698,213638,usa,43.0,
2699,213760,usa,32.0,
2700,214631,usa,52.0,
2701,218404,usa,30.0,
2702,226393,usa,24.0,
2703,236399,usa,40.0,
2704,238613,canada,37.0,
2705,243720,usa,,
2706,247918,usa,,
2707,248221,usa,62.0,
2708,250405,usa,55.0,
2709,250962,canada,24.0,
2710,252268,usa,53.0,
2711,252846,canada,16.0,
2712,262902,australia,32.0,
2713,266865,usa,33.0,
2714,270754,usa,44.0,
2715,271144,usa,25.0,
2716,272482,portugal,40.0,
2717,45184,usa,35.0,
2718,98787,australia,26.0,
2719,102232,usa,28.0,
2720,166399,australia,29.0,
2721,57108,usa,38.0,
2722,87555,usa,31.0,
2723,129690,usa,34.0,
2724,129716,usa,30.0,
2725,150663,usa,24.0,
2726,11916,usa,,
2727,94242,spain,28.0,
2728,134556,spain,28.0,
2729,259057,spain,15.0,
2730,259660,spain,21.0,
2731,277923,usa,,
2732,11690,germany,30.0,
2733,90049,canada,30.0,
2734,97324,portugal,29.0,
2735,121120,usa,31.0,
2736,134434,spain,25.0,
2737,153091,portugal,26.0,
2738,161685,germany,32.0,
2739,182442,usa,,
2740,56271,united kingdom,22.0,
2741,107301,united kingdom,31.0,
2742,204663,portugal,43.0,
2743,247978,germany,30.0,
2744,261567,spain,25.0,
2745,262070,spain,28.0,
2746,67198,usa,13.0,
2747,75306,canada,,
2748,220435,australia,,
2749,13093,spain,29.0,
2750,61783,spain,50.0,
2751,95250,usa,,
2752,95488,spain,35.0,
2753,163075,spain,20.0,
2754,214920,spain,35.0,
2755,228694,spain,23.0,
2756,104113,usa,24.0,
2757,277439,usa,65.0,
2758,277965,usa,,
2759,388,usa,35.0,
2760,709,usa,14.0,
2761,1111,canada,,
2762,1928,usa,17.0,
2763,2358,usa,23.0,
2764,2790,usa,50.0,
2765,3346,iran,20.0,
2766,4334,italy,38.0,
2767,4795,usa,18.0,
2768,4802,united kingdom,28.0,
2769,5476,unknown,,
2770,8801,usa,24.0,
2771,9227,usa,24.0,
2772,9357,usa,,
2773,10199,australia,17.0,
2774,13354,usa,,
2775,13995,australia,,
2776,14667,usa,,
2777,14768,usa,24.0,
2778,15602,usa,21.0,
2779,16708,australia,34.0,
2780,16730,canada,71.0,
2781,16755,usa,58.0,
2782,17003,usa,,
2783,17065,netherlands,42.0,
2784,17183,spain,23.0,
2785,17970,usa,40.0,
2786,18913,usa,33.0,
2787,19107,usa,45.0,
2788,19206,italy,38.0,
2789,19336,usa,,
2790,19493,unknown,,
2791,20801,brazil,29.0,
2792,20804,usa,56.0,
2793,20866,usa,,
2794,20971,usa,20.0,
2795,21011,usa,44.0,
2796,21425,usa,60.0,
2797,22089,usa,25.0,
2798,22830,netherlands,38.0,
2799,24433,netherlands,37.0,
2800,25109,usa,42.0,
2801,25827,usa,33.0,
2802,25937,usa,47.0,
2803,26209,usa,,
2804,26548,usa,42.0,
2805,27462,usa,,
2806,28289,usa,,
2807,28619,usa,,
2808,29526,usa,26.0,
2809,30324,canada,33.0,
2810,30770,united kingdom,39.0,
2811,31343,usa,75.0,
2812,32793,canada,22.0,
2813,33264,usa,33.0,
2814,33319,canada,24.0,
2815,33681,usa,47.0,
2816,33816,canada,33.0,
2817,33822,usa,30.0,
2818,34377,canada,54.0,
2819,34761,unknown,,
2820,35424,usa,22.0,
2821,35793,usa,76.0,
2822,36807,usa,27.0,
2823,36817,usa,29.0,
2824,37538,malaysia,,
2825,37691,finland,26.0,
2826,38679,usa,52.0,
2827,38802,finland,23.0,
2828,38950,germany,26.0,
2829,39374,usa,,
2830,40299,usa,,
2831,40914,usa,28.0,
2832,41449,usa,,
2833,42419,usa,33.0,
2834,43163,usa,21.0,
2835,43910,usa,43.0,
2836,44252,usa,28.0,
2837,44842,unknown,,
2838,44852,usa,39.0,
2839,47017,usa,,
2840,47807,usa,31.0,
2841,47929,usa,49.0,
2842,48037,usa,16.0,
2843,48514,usa,43.0,
2844,48743,unknown,,
2845,48753,usa,,
2846,49422,germany,,
2847,49460,usa,37.0,
2848,50073,usa,,
2849,51365,usa,48.0,
2850,51390,usa,,
2851,52002,usa,,
2852,52586,united kingdom,26.0,
2853,53414,usa,49.0,
2854,53515,unknown,,
2855,54453,usa,,
2856,55027,usa,44.0,
2857,55438,usa,42.0,
2858,55734,canada,37.0,
2859,56006,usa,38.0,
2860,58156,usa,58.0,
2861,58389,usa,57.0,
2862,58768,canada,35.0,
2863,58911,usa,58.0,
2864,59296,united kingdom,28.0,
2865,59895,unknown,,
2866,60255,usa,33.0,
2867,60392,usa,43.0,
2868,60583,usa,,
2869,60703,usa,30.0,
2870,61090,usa,,
2871,62272,usa,30.0,
2872,62387,usa,,
2873,63166,spain,34.0,
2874,66708,usa,49.0,
2875,66878,usa,42.0,
2876,67403,usa,31.0,
2877,68256,usa,28.0,
2878,69078,usa,42.0,
2879,69378,usa,46.0,
2880,70402,usa,36.0,
2881,71019,usa,55.0,
2882,72183,usa,,
2883,72214,canada,40.0,
2884,72531,usa,48.0,
2885,73398,usa,40.0,
2886,73923,usa,29.0,
2887,74038,usa,,
2888,74175,usa,23.0,
2889,75028,netherlands,39.0,
2890,75089,usa,,
2891,75149,usa,36.0,
2892,75491,usa,26.0,
2893,76482,usa,103.0,
2894,76803,unknown,,
2895,77052,usa,25.0,
2896,77715,usa,43.0,
2897,78015,usa,32.0,
2898,80266,germany,42.0,
2899,80683,usa,27.0,
2900,81215,usa,,
2901,81263,china,17.0,
2902,81298,usa,20.0,
2903,81318,usa,25.0,
2904,81324,usa,,
2905,81597,usa,,
2906,81661,unknown,,
2907,83166,usa,44.0,
2908,83252,usa,,
2909,84897,usa,,
2910,84912,usa,54.0,
2911,86170,usa,47.0,
2912,86189,usa,,
2913,87397,usa,52.0,
2914,87929,usa,25.0,
2915,88229,usa,44.0,
2916,88242,usa,,
2917,88360,usa,37.0,
2918,90616,usa,,
2919,91931,canada,40.0,
2920,93373,usa,,
2921,93800,usa,52.0,
2922,94639,usa,18.0,
2923,96115,usa,,
2924,96554,spain,36.0,
2925,97754,usa,46.0,
2926,97848,usa,40.0,
2927,97874,canada,,
2928,98758,canada,25.0,
2929,99067,usa,30.0,
2930,100115,usa,42.0,
2931,102676,usa,,
2932,103041,australia,,
2933,103811,usa,25.0,
2934,104268,usa,28.0,
2935,104880,usa,21.0,
2936,106874,usa,33.0,
2937,107258,usa,,
2938,108158,usa,46.0,
2939,112083,usa,25.0,
2940,112765,usa,35.0,
2941,113030,canada,25.0,
2942,115700,usa,29.0,
2943,116210,netherlands,46.0,
2944,117164,usa,49.0,
2945,117861,usa,36.0,
2946,118659,usa,37.0,
2947,119590,usa,,
2948,120181,united kingdom,36.0,
2949,120773,usa,50.0,
2950,121137,usa,,
2951,122716,unknown,30.0,
2952,122958,usa,,
2953,123824,usa,17.0,
2954,124747,usa,43.0,
2955,125216,usa,28.0,
2956,125587,usa,34.0,
2957,126053,usa,16.0,
2958,126298,usa,,
2959,126671,usa,,
2960,126900,usa,,
2961,126903,usa,,
2962,127490,usa,40.0,
2963,127826,usa,,
2964,129008,usa,44.0,
2965,129084,usa,39.0,
2966,129474,unknown,50.0,
2967,130699,usa,35.0,
2968,130847,usa,35.0,
2969,131311,unknown,49.0,
2970,131686,canada,27.0,
2971,132731,usa,,
2972,134089,usa,43.0,
2973,134784,usa,27.0,
2974,135351,usa,23.0,
2975,135838,usa,49.0,
2976,136216,usa,,
2977,136348,usa,51.0,
2978,138578,usa,38.0,
2979,138687,unknown,,
2980,139221,usa,47.0,
2981,139359,usa,36.0,
2982,139835,usa,37.0,
2983,140196,canada,,
2984,141876,usa,36.0,
2985,141902,usa,51.0,
2986,142555,united kingdom,32.0,
2987,142715,usa,35.0,
2988,143253,usa,27.0,
2989,143968,usa,39.0,
2990,144338,canada,,
2991,144549,usa,,
2992,145109,spain,45.0,
2993,146530,usa,,
2994,146778,canada,,
2995,146855,usa,,
2996,147420,usa,53.0,
2997,148263,usa,34.0,
2998,148303,usa,44.0,
2999,148547,usa,14.0,
3000,148898,usa,24.0,
3001,148934,usa,31.0,
3002,149615,usa,,
3003,149802,usa,33.0,
3004,150297,finland,24.0,
3005,150704,unknown,24.0,
3006,153797,usa,31.0,
3007,154070,usa,38.0,
3008,154981,canada,,
3009,155258,unknown,,
3010,156527,usa,,
3011,157799,netherlands,42.0,
3012,158254,usa,28.0,
3013,159137,usa,42.0,
3014,159834,usa,19.0,
3015,161974,usa,25.0,
3016,162121,usa,31.0,
3017,162311,usa,22.0,
3018,162538,usa,49.0,
3019,163187,usa,35.0,
3020,165319,usa,28.0,
3021,166778,usa,25.0,
3022,166824,usa,,
3023,166825,usa,,
3024,167327,germany,29.0,
3025,167436,usa,50.0,
3026,167471,canada,29.0,
3027,167587,unknown,22.0,
3028,167614,usa,46.0,
3029,167704,usa,,
3030,168413,usa,26.0,
3031,168545,unknown,31.0,
3032,168736,australia,,
3033,170493,usa,,
3034,170771,canada,,
3035,171818,usa,31.0,
3036,173486,usa,45.0,
3037,174092,united kingdom,34.0,
3038,174142,usa,26.0,
3039,174509,usa,3.0,
3040,174700,canada,47.0,
3041,175283,usa,29.0,
3042,176875,finland,31.0,
3043,177233,usa,23.0,
3044,178201,unknown,,
3045,178322,usa,66.0,
3046,179826,united kingdom,22.0,
3047,180042,canada,63.0,
3048,180957,australia,,
3049,182202,usa,20.0,
3050,184789,canada,34.0,
3051,185514,new zealand,32.0,
3052,185955,usa,,
3053,186924,usa,49.0,
3054,188558,usa,53.0,
3055,188696,unknown,,
3056,189666,netherlands,,
3057,190479,canada,,
3058,190521,usa,41.0,
3059,190923,usa,45.0,
3060,191761,usa,50.0,
3061,191807,usa,25.0,
3062,192093,usa,46.0,
3063,192710,usa,53.0,
3064,196228,usa,40.0,
3065,198046,usa,51.0,
3066,199106,usa,40.0,
3067,199901,usa,35.0,
3068,201141,canada,27.0,
3069,203017,usa,32.0,
3070,203044,usa,40.0,
3071,204660,usa,63.0,
3072,204964,usa,24.0,
3073,205383,united kingdom,36.0,
3074,205980,usa,,
3075,208415,usa,37.0,
3076,208584,usa,,
3077,208605,usa,38.0,
3078,208645,usa,29.0,
3079,208960,usa,35.0,
3080,209114,usa,28.0,
3081,213641,usa,37.0,
3082,214879,finland,24.0,
3083,215359,usa,57.0,
3084,216099,costa rica,,
3085,216670,usa,,
3086,217052,usa,54.0,
3087,217468,singapore,23.0,
3088,218068,usa,35.0,
3089,218568,usa,41.0,
3090,219593,usa,,
3091,220095,usa,,
3092,220240,usa,34.0,
3093,220867,australia,25.0,
3094,221777,usa,26.0,
3095,222035,usa,56.0,
3096,222716,australia,,
3097,223501,usa,,
3098,224159,usa,,
3099,224236,usa,,
3100,224809,usa,61.0,
3101,225379,canada,24.0,
3102,225595,usa,37.0,
3103,226482,unknown,21.0,
3104,227097,usa,37.0,
3105,227192,usa,,
3106,227544,france,31.0,
3107,227681,germany,27.0,
3108,227859,usa,26.0,
3109,229329,switzerland,56.0,
3110,229742,sweden,30.0,
3111,229767,usa,32.0,
3112,229899,italy,26.0,
3113,231635,unknown,,
3114,233041,usa,29.0,
3115,233856,usa,31.0,
3116,234765,malaysia,28.0,
3117,235543,usa,53.0,
3118,236058,usa,34.0,
3119,237397,singapore,,
3120,237856,usa,,
3121,238131,usa,47.0,
3122,238733,germany,22.0,
3123,239584,usa,,
3124,239708,usa,51.0,
3125,240131,canada,26.0,
3126,242309,usa,17.0,
3127,242640,unknown,23.0,
3128,242898,usa,,
3129,243050,usa,,
3130,243065,usa,,
3131,243154,canada,55.0,
3132,243491,canada,43.0,
3133,243745,spain,38.0,
3134,243891,usa,,
3135,244039,usa,,
3136,244056,netherlands,,
3137,244189,usa,35.0,
3138,244471,usa,,
3139,244710,usa,30.0,
3140,244964,switzerland,32.0,
3141,246311,usa,35.0,
3142,246333,usa,31.0,
3143,247055,usa,25.0,
3144,247829,usa,48.0,
3145,247840,usa,,
3146,247855,usa,,
3147,247916,usa,,
3148,248098,usa,38.0,
3149,248570,usa,,
3150,250750,usa,44.0,
3151,251050,usa,25.0,
3152,251140,usa,25.0,
3153,251527,canada,41.0,
3154,251575,italy,28.0,
3155,251580,usa,39.0,
3156,251744,usa,,
3157,252510,germany,1.0,
3158,253310,usa,38.0,
3159,253602,finland,28.0,
3160,253626,usa,23.0,
3161,253867,usa,,
3162,254377,usa,50.0,
3163,255133,unknown,,
3164,256843,usa,40.0,
3165,259035,canada,38.0,
3166,259118,usa,34.0,
3167,260108,usa,,
3168,260678,usa,39.0,
3169,262151,usa,34.0,
3170,262407,usa,29.0,
3171,262795,usa,,
3172,263645,canada,28.0,
3173,264637,usa,24.0,
3174,265168,usa,38.0,
3175,265940,usa,21.0,
3176,266229,usa,24.0,
3177,266283,usa,62.0,
3178,266355,usa,,
3179,268300,canada,25.0,
3180,268833,netherlands,40.0,
3181,270234,usa,,
3182,272715,spain,31.0,
3183,274325,netherlands,51.0,
3184,276680,usa,55.0,
3185,12863,united kingdom,29.0,
3186,22521,usa,18.0,
3187,66964,usa,20.0,
3188,81560,new zealand,,
3189,93358,usa,52.0,
3190,93364,usa,27.0,
3191,99766,usa,,
3192,100448,portugal,,
3193,114007,usa,,
3194,125892,usa,,
3195,130636,usa,20.0,
3196,201042,usa,34.0,
3197,209765,usa,,
3198,210738,usa,,
3199,226975,usa,28.0,
3200,231340,usa,37.0,
3201,242639,usa,17.0,
3202,271659,canada,21.0,
3203,273086,usa,33.0,
3204,273976,usa,20.0,
3205,277589,usa,,
3206,882,usa,23.0,
3207,2179,usa,30.0,
3208,4169,usa,57.0,
3209,5722,usa,23.0,
3210,6815,usa,24.0,
3211,7915,usa,,
3212,8734,usa,,
3213,8870,usa,45.0,
3214,9343,canada,,
3215,15918,united kingdom,23.0,
3216,15957,australia,27.0,
3217,16009,usa,25.0,
3218,18167,usa,34.0,
3219,19711,usa,,
3220,20172,usa,27.0,
3221,20294,usa,,
3222,22062,usa,52.0,
3223,23408,usa,,
3224,24082,malaysia,28.0,
3225,24325,australia,26.0,
3226,24995,usa,56.0,
3227,26628,usa,35.0,
3228,26706,usa,28.0,
3229,28216,usa,53.0,
3230,28865,usa,39.0,
3231,30276,usa,49.0,
3232,30806,canada,24.0,
3233,31252,usa,53.0,
3234,32049,usa,33.0,
3235,33980,usa,18.0,
3236,34075,usa,25.0,
3237,35704,usa,53.0,
3238,36286,malaysia,21.0,
3239,36907,canada,39.0,
3240,37790,canada,,
3241,38308,usa,,
3242,39345,usa,47.0,
3243,39662,usa,46.0,
